,,,,,Ease of doing business,,,,,Starting a business,,,,,,,,,,,,,,,,Dealing with construction permits,,,,,,,,,,,,,,,,,Getting electricity,,,,,,,,,,,,,,,,,,,,,Registering property,,,,,,,,,,,,,,,,,,,Getting credit,,,,,,,,,,,,,,,Protecting minority investors,,,,,,,,,,,,,,,,,,,,,Paying taxes,,,,,,,,,,,,,,,,,,,,,Trading across borders ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enforcing contracts,,,,,,,,,,,,,,,,,,,,,,,,,Resolving insolvency,,,,,,,,,,,,,
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2012,,,,,57.19,,68.18,12,36,3.6,12,36,3.6,100.4,35.29,64.32,98.19,35.29,64.32,98.19,74.9,,,15.45,36,387,10.7,,,,,,,,0,0,46.34,,,,67.85,5,145,640.9,,,,,,,,,,,,66.67,44.78,92.09,,,,,72.31,5,32,5.2,,,,,,,,66.67,85.17,65.09,,,,,56.25,5,,4,,23.7,0,9,,50,66.67,,,,,50,10,1,4,,,,,,,5,,100,10,40,,,,,,,60.29,9,358,66.4,8.8,49.6,7.9,,,,,,90,52.24,38.63,,,,,,,73.2,8,5,559,609,21,24,,,,,,,,,33.33,76.92,96.76,95.72,68.75,67.74,,,,,,,,,,,,69.48,37,421,21,210,190,15.1,6,3.9,1.2,,,,,,,,50,75.33,83.13,,,,,38.86,0,1.7,22,36.1,,,,,,38.86,
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2013,,,,,58.4,,72.01,11,31,2.1,11,31,2.1,85.7,41.18,69.35,98.93,41.18,69.35,98.93,78.58,,,23.57,32,306,9.7,,,,,,,,0,19.31,51.4,,,,68.23,5,145,547,,,,,,,,,,,,66.67,44.78,93.25,,,,,72.54,5,32,5.1,,,,,,,,66.67,85.17,65.79,,,,,56.25,5,,4,,27.7,0,9,,50,66.67,,,,,50,10,1,4,,,,,,,5,,100,10,40,,,,,,,60.58,9,338,67.6,9,49.6,8.9,,,,,,90,55.33,36.4,,,,,,,72.97,8,5,601,638,21,24,,,,,,,,,33.33,76.92,95.83,95.22,68.75,67.74,,,,,,,,,,,,69.48,37,421,21,210,190,15.1,7.6,5,2.5,,,,,,,,50,75.33,83.13,,,,,38.41,0,1.7,22,35.7,,,,,,38.41,
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2014,,,,59.82,59.25,,72.5,11,31,2,11,31,2,78.2,41.18,69.35,99.02,41.18,69.35,99.02,80.45,,,26.25,29,301,9.2,,,,,,,,4,20.75,53.99,,,,68.43,5,145,499.2,,,,,,,,,,,,66.67,44.78,93.84,,,,,72.55,5,32,5.1,,,,,,,,66.67,85.17,65.81,,,,50,62.5,5,4,5,6,30.2,0,10,10,50,83.33,33.33,75,,51.67,50,10,1,4,4,4,3,9,5,5.3,5,5,100,10,40,40,40,30,90,,,60.87,9,318,68.9,10.5,49.6,8.7,,,,,,90,58.42,34.19,,,,,,,72.89,8,5,631,626,21,24,,,,,,,,,33.33,76.92,95.18,95.42,68.75,67.74,,,,,,,,,,,,67.74,37,485,35,210,240,15.1,7.6,5,2.5,,,,,,,,50,70.08,83.13,,,,55.31,38.75,0,1.7,22,36,11.5,3,5,2.5,1,38.75,71.88
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2015,,,62.9,61.44,,,81.21,9,28,1,9,28,1,0,52.94,72.36,99.52,52.94,72.36,99.52,100,,35.23,26.97,29,301,8.8,9,1,1,2,3,2,0,4,20.75,56.16,60,,67.07,68.59,5,145,459.2,5,2,1.4,0.2,3,1,1,1,0,0,14.5,66.67,44.78,94.33,62.5,,,72.75,72.55,5,32,5.1,22,,7,3.5,4,7.5,,66.67,85.17,65.82,73.33,,,50,,,4,,6,33.2,0,,10,,,33.33,75,,55,,10,1,,4,6,3,9,5,6,,6,100,10,,40,60,30,90,,,64.06,9,261,68.4,10.7,49.1,8.7,,,,,,90,67.23,34.95,,,,,,71.34,72.97,8,5,620,615,21,24,14,54,23,72,90,150,533,790,33.33,76.92,95.42,95.62,68.75,67.74,92.22,77.82,86.13,74.55,77.5,78.57,49.74,34.17,,,77,67.74,37,485,35,210,240,15.1,7.6,5,2.5,14,,5,,4,2,3,50,70.08,83.13,77.78,,,55.31,,0,1.7,22,36,11.5,3,5,2.5,1,38.75,71.88
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2016,,63.02,63.42,,,,81.24,9,28,0.6,9,28,0.6,0,52.94,72.36,99.68,52.94,72.36,99.68,100,,37.52,,29,301,8.3,10,2,1,2,3,2,0,4,20.75,58.66,66.67,,67.21,,5,145,413.1,5,2,1.4,0.2,3,1,1,1,0,0,14.6,66.67,44.78,94.9,62.5,,72.75,72.75,,5,32,5.1,22,22,7,3.5,4,7.5,0,66.67,85.17,65.84,73.33,73.33,,50,,,4,,6,89.5,0,,10,,,33.33,75,,55,,10,1,,4,6,3,9,5,6,,6,100,10,,40,60,30,90,,60.88,64.82,9,261,67.2,11.1,47.4,8.7,No VAT refund per case study scenario,No VAT refund per case study scenario,3.5,0,49.08,90,67.23,37.21,0,0,96.33,100,,71.34,,,,,,,,14,54,23,72,90,150,533,790,,,,,,,92.22,77.82,86.13,74.55,77.5,78.57,49.74,34.17,,78.85,78.85,,,485,35,210,240,15.1,7.6,5,2.5,15,15,5,5,4,3,3,,70.08,83.13,83.33,83.33,,55.43,,0,1.7,22,36.2,11.5,3,5,2.5,1,38.99,71.88
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2017,,64.42,,,,,84.69,7,26,0.6,7,26,0.6,0,64.71,74.37,99.69,64.71,74.37,99.69,100,,37.83,,29,301,8,10,2,1,2,3,2,0,4,20.75,59.9,66.67,,67.28,,5,145,390.2,5,2,1.8,0.2,3,1,1,1,0,0,14.7,66.67,44.78,95.18,62.5,,72.75,,,5,32,5.1,22,22,7,3.5,4,7.5,0,66.67,85.17,65.85,73.33,73.33,,60,,,4,,8,91.1,0,,12,,,33.33,100,,55,,10,1,,4,6,3,9,5,6,,6,100,10,,40,60,30,90,,60.59,,9,263,67.7,10.9,48,8.7,No VAT refund per case study scenario,No VAT refund per case study scenario,3.5,0,49.08,90,66.92,36.34,0,0,96.33,100,,71.34,,,,,,,,14,54,23,72,90,150,533,790,,,,,,,92.22,77.82,86.13,74.55,77.5,78.57,49.74,34.17,,78.85,,,,485,35,210,240,15.1,7.6,5,2.5,15,15,5,5,4,3,3,,70.08,83.13,83.33,83.33,,55.82,,0,1.7,22,36.9,11.5,3,5,2.5,1,39.77,71.88
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2018,,65,,,,,85.7,7,22,0.6,7,22,0.6,0,64.71,78.39,99.72,64.71,78.39,99.72,100,,39.33,,28,300.5,7.6,10,2,1,2,3,2,0,8,20.89,61.77,66.67,,67.39,,5,145,355.8,5,2,1.5,0.2,3,1,1,1,0,0,12.7,66.67,44.78,95.61,62.5,,73.59,,,5,32,4.6,22,22,7,3.5,4,7.5,0,66.67,85.17,69.2,73.33,73.33,,60,,,4,,8,95.3,0,,12,,,33.33,100,,55,,10,1,,4,6,3,9,5,6,,6,100,10,,40,60,30,90,,62.98,,9,207,67.1,11.1,47.6,8.4,No VAT refund per case study scenario,No VAT refund per case study scenario,3.5,0,49.08,90,75.58,37.28,0,0,96.33,100,,71.34,,,,,,,,14,54,23,72,90,150,533,790,,,,,,,92.22,77.82,86.13,74.55,77.5,78.57,49.74,34.17,,78.85,,,,485,35,210,240,15.1,7.6,5,2.5,15,15,,5,4,3,3,,70.08,83.13,83.33,83.33,,55.82,,0,1.7,22,36.9,11.5,3,5,2.5,1,39.77,71.88
CHN,China Shanghai,East Asia & Pacific,Upper middle income,2019,,73.68,,,,,93.37,4,9,0.7,4,9,0.7,0,82.35,91.46,99.67,82.35,91.46,99.67,100,,67.71,,19,169.5,2.4,12,2,1,2,3,2,2,44,58.65,88.21,80,,92.01,,3,34,0,6,3,1,0.2,3,1,1,1,0,0,14,100,93.04,100,75,,79.68,,,4,9,4.6,23.5,23.5,8,3.5,4,8,0,75,96.17,69.21,78.33,78.33,,60,,,4,,8,98.1,0,,12,,,33.33,100,,60,,10,1,,5,7,4,9,5.3,6.7,,6,100,10,,50,70,40,90,,66.3,,7,142,67.7,10.6,49.1,8,No VAT refund per case study scenario,No VAT refund per case study scenario,1,0,50,93.33,85.63,36.25,0,0,100,100,,83.06,,,,,,,,8,24,23,48,70,120,305,335,,,,,,,96.15,90.38,86.13,83.15,82.5,82.86,71.23,72.08,,78.85,,,,485,35,210,240,15.1,7.6,5,2.5,15,15,,5,4,3,3,,70.08,83.13,83.33,83.33,,55.82,,0,1.7,22,36.9,11.5,3,5,2.5,1,39.77,71.88
COL,Colombia,Latin America & Caribbean,Upper middle income,2004,,,,,,,60.57,20,44,28,20,44,28,0,0,56.28,86.01,0,56.28,86.01,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12,36,1510,,,,47.9,,,,,,,,,,,53.13,0,46.23,,,,,56.43,1,3,6,52.4,,,,,,56.43,
COL,Colombia,Latin America & Caribbean,Upper middle income,2005,,,,,,,70.45,12,41,25.6,12,41,25.6,0,35.29,59.3,87.22,35.29,59.3,87.22,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68,9,23,2.5,,,,,,,,33.33,89.47,83.24,,,,,62.5,5,,5,,0,30,10,,50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,55.64,1,3,6,51.7,,,,,,55.64,
COL,Colombia,Latin America & Caribbean,Upper middle income,2006,,,,,,,70.57,12,41,24.7,12,41,24.7,0,35.29,59.3,87.67,35.29,59.3,87.67,100,,,56.15,14,162,11.3,,,,,,,,64,60.81,43.64,,,,,,,,,,,,,,,,,,,,,,,,,,68.82,9,23,2.5,,,,,,,,33.33,89.47,83.65,,,,,62.5,5,,5,,0,31.7,10,,50,83.33,,,,,63.33,9,2,8,,,,,,,6,,90,20,80,,,,,,,12.36,70,456,86.7,21.8,31.8,33.1,,,,,,0,37.09,0,,,,,,,54.05,4,6,2803,2694,34,48,,,,,,,,,77.78,69.23,47.86,58.71,41.67,29.03,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,55.79,1,3,6,51.8,,,,,,55.79,
COL,Colombia,Latin America & Caribbean,Upper middle income,2007,,,,,,,69.54,13,42,19.1,13,42,19.1,0,29.41,58.29,90.46,29.41,58.29,90.46,100,,,54.73,15,167,11,,,,,,,,60,59.37,44.84,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,9,23,2.4,,,,,,,,33.33,89.47,83.89,,,,,62.5,5,,5,,0,28.3,10,,50,83.33,,,,,63.33,9,2,8,,,,,,,6,,90,20,80,,,,,,,12.36,70,456,86.9,21.6,32.3,33.1,,,,,,0,37.09,0,,,,,,,58.5,4,6,2656,2552,34,35,,,,,,,,,77.78,69.23,51.07,61.22,41.67,50,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,58.38,1,3,6,54.2,,,,,,58.38,
COL,Colombia,Latin America & Caribbean,Upper middle income,2008,,,,,,,71.32,12,41,18.6,12,41,18.6,0,35.29,59.3,90.69,35.29,59.3,90.69,100,,,56.09,15,167,10.2,,,,,,,,60,59.37,48.89,,,,,,,,,,,,,,,,,,,,,,,,,,69,9,23,2.4,,,,,,,,33.33,89.47,84.19,,,,,62.5,5,,5,,0,39.9,10,,50,83.33,,,,,63.33,9,2,8,,,,,,,6,,90,20,80,,,,,,,22.05,70,268,87.2,21.4,32.7,33.1,,,,,,0,66.15,0,,,,,,,69.79,4,6,2096,1960,24,20,,,,,,,,,77.78,69.23,63.28,71.75,62.5,74.19,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,59.05,1,3,6,54.9,,,,,,59.05,
COL,Colombia,Latin America & Caribbean,Upper middle income,2009,,,,,,,76.24,10,35,14.9,10,35,14.9,0,47.06,65.33,92.56,47.06,65.33,92.56,100,,,57.71,14,136,11.8,,,,,,,,64,68.3,40.84,,,,,,,,,,,,,,,,,,,,,,,,,,69.12,9,23,2.3,,,,,,,,33.33,89.47,84.56,,,,,62.5,5,,5,,0,42.5,10,,50,83.33,,,,,63.33,9,2,8,,,,,,,6,,90,20,80,,,,,,,41.41,32,256,82.8,18.7,33.4,30.6,,,,,,51.67,68.01,4.56,,,,,,,73.3,4,6,2319,2125,14,15,,,,,,,,,77.78,69.23,58.41,68.81,83.33,82.26,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,53.45,1,3,6,49.7,,,,,,53.45,
COL,Colombia,Latin America & Caribbean,Upper middle income,2010,,,,,64.53,,81.95,9,19,13.1,9,19,13.1,0,52.94,81.41,93.45,52.94,81.41,93.45,100,,,66.89,13,114,8.4,,,,,,,,68,74.64,58.04,,,,64.7,5,165,702,,,,,,,,,,,,66.67,36.09,91.33,,,,,75.87,7,21,1.9,,,,,,,,50,90.43,87.19,,,,,62.5,5,,5,,0,60.5,10,,50,83.33,,,,,80,9,7,8,,,,,,,8,,90,70,80,,,,,,,49.8,21,208,83,17,33.9,32.1,,,,,,70,75.43,3.99,,,,,,,73.86,4,6,2252,2108,14,14,,,,,,,,,77.78,69.23,59.86,69.11,83.33,83.87,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,53.45,1,3,6,49.7,,,,,,53.45,
COL,Colombia,Latin America & Caribbean,Upper middle income,2011,,,,,65.41,,83.76,9,11,14.7,9,11,14.7,0,52.94,89.45,92.64,52.94,89.45,92.64,100,,,63.24,13,132,9.5,,,,,,,,68,69.45,52.28,,,,64.75,5,165,689.6,,,,,,,,,,,,66.67,36.09,91.49,,,,,75.86,7,21,1.9,,,,,,,,50,90.43,87.14,,,,,62.5,5,,5,,0,63.1,10,,50,83.33,,,,,80,9,7,8,,,,,,,8,,90,70,80,,,,,,,49.8,21,208,83,17,33.9,32.1,,,,,,70,75.43,3.99,,,,,,,74.78,4,6,2178,1980,14,13,,,,,,,,,77.78,69.23,61.48,71.38,83.33,85.48,,,,,,,,,,,,36.24,33,1346,,,,47.9,,,,,,,,,,,62.5,0,46.23,,,,,63.15,1,3,6,58.7,,,,,,63.15,
COL,Colombia,Latin America & Caribbean,Upper middle income,2012,,,,,67.64,,84.59,9,11,8,9,11,8,0,52.94,89.45,95.99,52.94,89.45,95.99,100,,,63.74,13,132,9.2,,,,,,,,68,69.45,53.77,,,,64.97,5,165,636.2,,,,,,,,,,,,66.67,36.09,92.15,,,,,76.67,7,16,1.9,,,,,,,,50,92.82,87.2,,,,,62.5,5,,5,,0,71.2,10,,50,83.33,,,,,80,9,7,8,,,,,,,8,,90,70,80,,,,,,,59.95,10,193,79.1,18.3,28.8,32.1,,,,,,88.33,77.74,13.76,,,,,,,70.1,4,6,2658,2972,14,13,,,,,,,,,77.78,69.23,51.02,53.77,83.33,85.48,,,,,,,,,,,,36.24,33,1346,68,913,365,47.9,23.2,12.6,12.1,,,,,,,,62.5,0,46.23,,,,,77.68,1,1.7,8.5,72.2,,,,,,77.68,
COL,Colombia,Latin America & Caribbean,Upper middle income,2013,,,,,67.3,,84.4,9,12,7.6,9,12,7.6,0,52.94,88.44,96.22,52.94,88.44,96.22,100,,,64.75,13,132,8.6,,,,,,,,68,69.45,56.79,,,,65.21,5,165,577.7,,,,,,,,,,,,66.67,36.09,92.87,,,,,73.83,8,16,2,,,,,,,,41.67,92.82,86.99,,,,,62.5,5,,5,,0,72.5,10,,50,83.33,,,,,80,9,7,8,,,,,,,8,,90,70,80,,,,,,,59.75,10,203,78.7,18.5,28.8,31.4,,,,,,88.33,76.2,14.72,,,,,,,71.36,4,6,2469,2779,14,13,,,,,,,,,77.78,69.23,55.14,57.2,83.33,85.48,,,,,,,,,,,,36.24,33,1346,68,913,365,47.9,23.2,12.6,12.1,,,,,,,,62.5,0,46.23,,,,,74.98,1,1.7,8.5,69.7,,,,,,74.98,
COL,Colombia,Latin America & Caribbean,Upper middle income,2014,,,,66.55,68.35,,84.41,9,12,7.5,9,12,7.5,0,52.94,88.44,96.24,52.94,88.44,96.24,100,,,65.42,13,132,8.2,,,,,,,,68,69.45,58.81,,,,74.05,5,105,541.6,,,,,,,,,,,,66.67,62.17,93.31,,,,,73.99,8,15,2,,,,,,,,41.67,93.3,86.99,,,,55,62.5,5,4,5,7,0,83.8,10,11,50,83.33,33.33,87.5,,75,80,9,7,8,8,6,9,6,8,7,8,8,90,70,80,80,60,90,60,,,59.67,10,203,78.8,18.5,28.8,31.5,,,,,,88.33,76.2,14.49,,,,,,,72.34,4,6,2407,2525,14,13,,,,,,,,,77.78,69.23,56.48,61.71,83.33,85.48,,,,,,,,,,,,37.66,33,1288,68,855,365,47.9,23.2,12.6,12.1,,,,,,,,62.5,4.26,46.23,,,,67.99,73.47,1,1.7,8.5,68.3,10,3,5.5,0.5,1,73.47,62.5
COL,Colombia,Latin America & Caribbean,Upper middle income,2015,,,68.78,70.82,,,84.41,9,12,7.5,9,12,7.5,0,52.94,88.44,96.25,52.94,88.44,96.25,100,,67.77,65.92,13,132,7.9,11,2,1,0,3,2,3,68,69.45,60.31,73.33,,74.73,74.64,5,102,504.4,6,1,6,6.6,3,1,1,1,1,1,14.4,66.67,63.48,93.77,75,,,71.33,76.77,7,15,1.9,16.5,,6,3.5,2,5,,50,93.3,87,55,,,95,,,12,,7,0,87,,19,,,100,87.5,,75,,9,7,,8,6,9,6,8,7,,8,90,70,,80,60,90,60,,,56.45,11,239,79.9,18.2,30.1,31.5,,,,,,86.67,70.63,12.04,,,,,,61.83,72.69,4,6,2355,2470,14,13,60,64,112,112,90,50,630,545,77.78,69.23,57.63,62.68,83.33,85.48,65.09,73.64,30.19,60.22,77.5,92.86,40.57,54.58,,,32.43,38.45,33,1288,68,855,365,45.8,23.2,10.5,12.1,8,,3.5,,1.5,0.5,2.5,62.5,4.26,48.59,44.44,,,68.87,,1,1.7,8.5,69.9,10,3,5.5,0.5,1,75.25,62.5
COL,Colombia,Latin America & Caribbean,Upper middle income,2016,,68.86,69.2,,,,83.55,9,12,14.3,9,12,14.3,0,52.94,88.44,92.84,52.94,88.44,92.84,100,,68.12,,13,132,7.7,11,2,1,0,3,2,3,68,69.45,61.68,73.33,,74.06,,5,109,475.4,6,1,7.3,7.5,3,1,1,1,1,1,14.3,66.67,60.43,94.13,75,,71.33,71.33,,7,15,1.9,16.5,16.5,6,3.5,2,5,0,50,93.3,87.02,55,55,,95,,,12,,7,0,88.7,,19,,,100,87.5,,75,,9,7,,8,6,9,6,8,7,,8,90,70,,80,60,90,60,,58.33,61.72,11,239,72.3,22.1,18.6,31.5,No VAT refund per case study scenario,No VAT refund per case study scenario,5.5,0,48.17,86.67,70.63,27.85,0,0,92.66,100,,61.83,,,,,,,,60,64,112,112,90,50,630,545,,,,,,,65.09,73.64,30.19,60.22,77.5,92.86,40.57,54.58,,32.43,32.43,,,1288,68,855,365,45.8,23.2,10.5,12.1,8,8,3.5,3.5,1.5,0.5,2.5,,4.26,48.59,44.44,44.44,,68.94,,1,1.7,8.5,70,10,3,5.5,0.5,1,75.38,62.5
COL,Colombia,Latin America & Caribbean,Upper middle income,2017,,69.17,,,,,85.31,8,11,14.1,8,11,14.1,0,58.82,89.45,92.95,58.82,89.45,92.95,100,,68.61,,13,132,7.3,11,2,1,0,3,2,3,68,69.45,63.66,73.33,,73.73,,5,109,581.4,6,1,6.3,6.5,3,1,1,1,1,1,15,66.67,60.43,92.82,75,,71.34,,,7,15,1.9,16.5,16.5,6,3.5,2,5,0,50,93.3,87.04,55,55,,95,,,12,,7,0,92.1,,19,,,100,87.5,,75,,9,7,,8,6,9,6,8,7,,8,90,70,,80,60,90,60,,57.94,,12,239,72.2,21.7,18.6,31.9,No VAT refund per case study scenario,No VAT refund per case study scenario,5.5,0,48.17,85,70.63,27.97,0,0,92.66,100,,61.83,,,,,,,,60,64,112,112,90,50,630,545,,,,,,,65.09,73.64,30.19,60.22,77.5,92.86,40.57,54.58,,34.29,,,,1288,68,855,365,45.8,23.2,10.5,12.1,9,9,3.5,3.5,1.5,1.5,2.5,,4.26,48.59,50,50,,68.61,,1,1.7,8.5,69.4,10,3,5.5,0.5,1,74.73,62.5
COL,Colombia,Latin America & Caribbean,Upper middle income,2018,,69.04,,,,,85.32,8,11,14,8,11,14,0,58.82,89.45,92.99,58.82,89.45,92.99,100,,68.71,,13,132,7.2,11,2,1,0,3,2,3,68,69.45,64.05,73.33,,74.18,,5,106,542.3,6,1,6.3,5.8,3,1,1,1,1,1,14.4,66.67,61.74,93.3,75,,71.22,,,7,15,2,16.5,16.5,6,3.5,2,5,0,50,93.3,86.58,55,55,,95,,,12,,7,0,94.5,,19,,,100,87.5,,75,,9,7,,8,6,9,6,8,7,,8,90,70,,80,60,90,60,,57.92,,12,239,72.3,21.8,18.6,31.8,No VAT refund per case study scenario,No VAT refund per case study scenario,5.5,0,48.17,85,70.63,27.89,0,0,92.66,100,,61.83,,,,,,,,60,64,112,112,90,50,630,545,,,,,,,65.09,73.64,30.19,60.22,77.5,92.86,40.57,54.58,,34.29,,,,1288,68,855,365,45.8,23.2,10.5,12.1,9,9,,3.5,1.5,1.5,2.5,,4.26,48.59,50,50,,66.89,,1,1.7,8.5,66.2,10,3,5.5,0.5,1,71.29,62.5
COL,Colombia,Latin America & Caribbean,Upper middle income,2019,65,69.24,,,,100,85.31,8,11,14,8,11,14,0,58.82,89.45,92.98,58.82,89.45,92.98,100,89,68.77,,13,132,7.1,11,2,1,0,3,2,3,68,69.45,64.29,73.33,80,75.77,,5,92,519,6,1,4.6,4.2,3,1,1,1,1,1,13.2,66.67,67.83,93.59,75,59,71.22,,,7,15,2,16.5,16.5,6,3.5,2,5,0,50,93.3,86.56,55,55,3,95,,,12,,7,0,78.4,,19,,,100,87.5,15,75,,9,7,,8,6,9,6,8,7,,8,90,70,,80,60,90,60,146,57.85,,11,255.5,71.9,21.7,18.6,31.6,No VAT refund per case study scenario,No VAT refund per case study scenario,5.5,0,48.17,86.67,68.08,28.5,0,0,92.66,100,133,61.83,,,,,,,,60,64,112,112,90,50,630,545,,,,,,,65.09,73.64,30.19,60.22,77.5,92.86,40.57,54.58,177,34.29,,,,1288,68,855,365,45.8,23.2,10.5,12.1,9,9,,3.5,1.5,1.5,2.5,,4.26,48.59,50,50,40,67.4,,1,1.7,8.5,67.2,10,3,5.5,0.5,1,72.29,62.5
COM,Comoros,Sub-Saharan Africa,Low income,2006,,,,,,,43.41,10,30,158,10,30,158,259.1,47.06,70.35,21.01,47.06,70.35,21.01,35.21,,,83.17,10,108,1.4,,,,,,,,80,76.37,93.13,,,,,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,75,86.12,0,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,47.37,33,100,217.9,31.4,0,186.5,,,,,,50,92.12,0,,,,,,,57.66,9,8,1546,1550,31,24,,,,,,,,,22.22,53.85,75.25,79.01,47.92,67.74,,,,,,,,,,,,33.2,43,506,,,,89.4,,,,,,,,,,,31.25,68.36,0,,,,,0,No Practice,No Practice,No Practice,0,,,,,,0,
COM,Comoros,Sub-Saharan Africa,Low income,2007,,,,,,,41.4,10,30,157.8,10,30,157.8,291.7,47.06,70.35,21.11,47.06,70.35,21.11,27.08,,,83.17,10,108,1.4,,,,,,,,80,76.37,93.14,,,,,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,75,86.12,0,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,47.37,33,100,217.9,31.4,0,186.5,,,,,,50,92.12,0,,,,,,,57.89,9,8,1511,1515,31,24,,,,,,,,,22.22,53.85,76,79.63,47.92,67.74,,,,,,,,,,,,33.2,43,506,,,,89.4,,,,,,,,,,,31.25,68.36,0,,,,,0,No Practice,No Practice,No Practice,0,,,,,,0,
COM,Comoros,Sub-Saharan Africa,Low income,2008,,,,,,,43.26,10,30,148.6,10,30,148.6,280.3,47.06,70.35,25.7,47.06,70.35,25.7,29.91,,,83.26,10,108,1.3,,,,,,,,80,76.37,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,75,86.12,0,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,47.37,33,100,217.9,31.4,0,186.5,,,,,,50,92.12,0,,,,,,,58.09,9,8,1482,1486,31,24,,,,,,,,,22.22,53.85,76.65,80.16,47.92,67.74,,,,,,,,,,,,33.2,43,506,,,,89.4,,,,,,,,,,,31.25,68.36,0,,,,,0,No Practice,No Practice,No Practice,0,,,,,,0,
COM,Comoros,Sub-Saharan Africa,Low income,2009,,,,,,,44.78,10,22,152.3,10,22,152.3,280.8,47.06,78.39,23.87,47.06,78.39,23.87,29.8,,,83.25,10,108,1.3,,,,,,,,80,76.37,93.39,,,,,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,75,86.12,0,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,47.37,33,100,217.9,31.4,0,186.5,,,,,,50,92.12,0,,,,,,,57.79,9,8,1539,1518,31,24,,,,,,,,,22.22,53.85,75.41,79.58,47.92,67.74,,,,,,,,,,,,33.2,43,506,,,,89.4,,,,,,,,,,,31.25,68.36,0,,,,,0,No Practice,No Practice,No Practice,0,,,,,,0,
COM,Comoros,Sub-Saharan Africa,Low income,2010,,,,,44.96,,46.91,10,22,144.7,10,22,144.7,261.8,47.06,78.39,27.64,47.06,78.39,27.64,34.56,,,83.4,10,108,1.2,,,,,,,,80,76.37,93.84,,,,74.61,3,120,2578.1,,,,,,,,,,,,100,55.65,68.17,,,,,53.71,4,30,16.5,,,,,,,,75,86.12,0,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,47.37,33,100,217.9,31.4,0,186.5,,,,,,50,92.12,0,,,,,,,58.31,9,8,1458,1439,31,24,,,,,,,,,22.22,53.85,77.16,80.99,47.92,67.74,,,,,,,,,,,,33.2,43,506,,,,89.4,,,,,,,,,,,31.25,68.36,0,,,,,0,0,No Practice,No Practice,0,,,,,,0,
COM,Comoros,Sub-Saharan Africa,Low income,2011,,,,,45.29,,48.73,10,22,138.3,10,22,138.3,245.5,47.06,78.39,30.86,47.06,78.39,30.86,38.62,,,83.53,10,108,1.2,,,,,,,,80,76.37,94.22,,,,75.53,3,120,2353.6,,,,,,,,,,,,100,55.65,70.94,,,,,53.71,4,30,16.5,,,,,,,,75,86.12,0,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,47.37,33,100,217.9,31.4,0,186.5,,,,,,50,92.12,0,,,,,,,58.73,9,8,1395,1376,31,24,,,,,,,,,22.22,53.85,78.54,82.1,47.92,67.74,,,,,,,,,,,,33.2,43,506,,,,89.4,,,,,,,,,,,31.25,68.36,0,,,,,0,0,No Practice,No Practice,0,,,,,,0,
